tweet_id,index
1253283636843080000,100000
1253965710520390000,100001
1253959004436460000,100001
1252584911183240000,100001
1252577361545040000,100001
1252173733617330000,100001
1252151876587560000,100001
1249369783872770000,100001
1248769535739600000,100001
1248763632940440000,100001
1248740659999250000,100001
1256331347322250000,100011
1255973586642370000,100011
1255897334736720000,100011
1255716088349960000,100011
1255519225218720000,100011
1255380886259920000,100011
1255348345557700000,100011
1255278143570690000,100011
1255135940068030000,100011
1255036616059600000,100011
1254929398442210000,100011
1254855054420340000,100011
1254576334896060000,100011
1254561052777470000,100011
1254538030335000000,100011
1254482168459460000,100011
1254356541861260000,100011
1254103429313590000,100011
1254030281759160000,100011
1253740740527550000,100011
1253738240126920000,100011
1253469592577430000,100011
1253413867398420000,100011
1253392522732160000,100011
1253356344762980000,100011
1253354840954100000,100011
1253354215403020000,100011
1253330069369400000,100011
1253324393662470000,100011
1253303587612030000,100011
1253296809734100000,100011
1253276193182400000,100011
1253274644662090000,100011
1253041608242720000,100011
1252990925137160000,100011
1252942733796390000,100011
1252716743295990000,100011
1252689863184380000,100011
1252633251874850000,100011
1252439293299010000,100011
1251933814034660000,100011
1251680036161300000,100011
1251547177047990000,100011
1251524821990670000,100011
1251490090414680000,100011
1251267253842010000,100011
1251217286767090000,100011
1250875432863500000,100011
1250692616829760000,100011
1250692470335300000,100011
1250691106297260000,100011
1250659631564800000,100011
1250580255372420000,100011
1250544667571210000,100011
1250478992337040000,100011
1250448658929270000,100011
1250333179359000000,100011
1250194805323260000,100011
1250158790349070000,100011
1250142275084130000,100011
1250039533371970000,100011
1249976913675850000,100011
1249976300334430000,100011
1249936244898800000,100011
1249848145938350000,100011
1249806348797250000,100011
1249602131650380000,100011
1249474267625840000,100011
1249322802383110000,100011
1249317112432200000,100011
1249312896032600000,100011
1249132096993530000,100011
1249074804554070000,100011
1249016796113510000,100011
1248969149499330000,100011
1248804483275970000,100011
1248780614892810000,100011
1248780133843860000,100011
1248780081691910000,100011
1248779780679490000,100011
1248778880262990000,100011
1248738224513700000,100011
1248728855382090000,100011
1248717007102640000,100011
1248717006951640000,100011
1248717005101850000,100011
1248717005013860000,100011
1248693614202450000,100011
1248675273639440000,100011
1248556808559620000,100011
1248493468151720000,100011
1248490841053600000,100011
1248358360774330000,100011
1248288329029880000,100011
1248206877592290000,100011
1247956297082790000,100011
1247925796724850000,100011
1247901281156330000,100011
1247871822197970000,100011
1247683860277720000,100011
1247612418097840000,100011
1247592969219210000,100011
1247582589201920000,100011
1247580197433610000,100011
1247528350303690000,100011
1247520086136470000,100011
1247446910543240000,100011
1247385947802600000,100011
1247260028718870000,100011
1247081105397880000,100011
1247080544476830000,100011
1247080414411460000,100011
1247007077790140000,100011
1246879024388790000,100011
1246859682309900000,100011
1246831302743130000,100011
1246761258185100000,100011
1246705412889620000,100011
1246667806910870000,100011
1246667286733350000,100011
1246609186969900000,100011
1246556431794470000,100011
1246505260652380000,100011
1246444943566140000,100011
1246385243818460000,100011
1246217711002220000,100011
1246217528940130000,100011
1246163993745590000,100011
1246135696894700000,100011
1246092910971370000,100011
1246072457754070000,100011
1245893643430280000,100011
1245891810263620000,100011
1245703420964710000,100011
1245687222055110000,100011
1245660983885840000,100011
1245397572199550000,100011
1245359378582160000,100011
1245358679278470000,100011
1245348454278270000,100011
1245338775678570000,100011
1245312469322600000,100011
1245308599863140000,100011
1245305612482700000,100011
1245259450388060000,100011
1245233100965240000,100011
1245189013125940000,100011
1245143996097350000,100011
1245129891932220000,100011
1245028793053560000,100011
1245013505918420000,100011
1244997678829710000,100011
1244977118544640000,100011
1244869125756890000,100011
1244866784991280000,100011
1244743427016850000,100011
1244717429609180000,100011
1244695607903540000,100011
1244603786871480000,100011
1244519605063700000,100011
1244455991372120000,100011
1244441029778040000,100011
1244390561609580000,100011
1244389222645030000,100011
1244389150624600000,100011
1244376699539680000,100011
1244350499341680000,100011
1244330110939000000,100011
1244325096862490000,100011
1244323325729430000,100011
1244286090351000000,100011
1244115963227880000,100011
1244114949372320000,100011
1244031416536420000,100011
1244017639279610000,100011
1243993476129100000,100011
1243986435218240000,100011
1243963797871570000,100011
1243932889122820000,100011
1243878626539550000,100011
1243829916459810000,100011
1243823746344810000,100011
1243818762211550000,100011
1243790094852650000,100011
1243781972251380000,100011
1243737996899150000,100011
1243650742650580000,100011
1243626978579750000,100011
1243585746302200000,100011
1243565007805250000,100011
1243558677891720000,100011
1243557637595240000,100011
1243544054597630000,100011
1243522799928580000,100011
1243513437868690000,100011
1243507247789080000,100011
1243500200041360000,100011
1243499338556420000,100011
1243497685480400000,100011
1243496497792060000,100011
1243448933235350000,100011
1243401367231680000,100011
1243400430291310000,100011
1243314365555710000,100011
1243231432316570000,100011
1243164612905790000,100011
1243075868592750000,100011
1243071698024500000,100011
1243049264789350000,100011
1242989363106960000,100011
1242989352235360000,100011
1242968667798800000,100011
1242946927718780000,100011
1242945750020980000,100011
1242941866179460000,100011
1242939380584650000,100011
1242938667775090000,100011
1242922087309880000,100011
1242908397642620000,100011
1242887028288740000,100011
1242871331215080000,100011
1242850731834720000,100011
1242836826399870000,100011
1242825483445760000,100011
1242813520221060000,100011
1242813464982110000,100011
1242795717829110000,100011
1242786917634190000,100011
1242773570721280000,100011
1242706949369700000,100011
1242656491552700000,100011
1242656267018970000,100011
1242649009702870000,100011
1242643651504680000,100011
1242639633164430000,100011
1242629988165300000,100011
1242619546508210000,100011
1242618993095160000,100011
1242614370611480000,100011
1242610742827740000,100011
1242601705008770000,100011
1242599839185210000,100011
1242599629268660000,100011
1242591737153010000,100011
1242590988423570000,100011
1242587275776510000,100011
1242585543415930000,100011
1242578357495210000,100011
1242576457496280000,100011
1242574570973870000,100011
1242567273245590000,100011
1242565216442940000,100011
1242565034888340000,100011
1242564425149800000,100011
1242561752237250000,100011
1242561681269520000,100011
1242555528028530000,100011
1242489468843620000,100011
1242472717120610000,100011
1242463388254340000,100011
1242357392668490000,100011
1242279728309910000,100011
1242224608427860000,100011
1242204620350540000,100011
1242128914190940000,100011
1242104396474910000,100011
1242077782479450000,100011
1241904150692140000,100011
1241888350962760000,100011
1241879393280180000,100011
1241871300248950000,100011
1241865452982160000,100011
1241847284024950000,100011
1241757322667370000,100011
1241734074730870000,100011
1241715917626560000,100011
1241700245991340000,100011
1241667370881550000,100011
1241406592920060000,100011
1241361190544010000,100011
1241342563086450000,100011
1241331439532190000,100011
1241300368912510000,100011
1241290059543870000,100011
1241283455599520000,100011
1241237256247160000,100011
1241222809906560000,100011
1241116426670190000,100011
1241073018568350000,100011
1241063352631200000,100011
1241042819260610000,100011
1241039812020350000,100011
1240994114528850000,100011
1240993770767810000,100011
1240973548887260000,100011
1240962787725230000,100011
1240953734705840000,100011
1240949104001160000,100011
1240935993169060000,100011
1240934467373540000,100011
1240902019415750000,100011
1240847015707320000,100011
1240820245230560000,100011
1240791424112770000,100011
1240786379388280000,100011
1240733140869570000,100011
1240724740614100000,100011
1240710882096600000,100011
1240706767509540000,100011
1240699964864390000,100011
1240697360633610000,100011
1240695914278160000,100011
1240665584066490000,100011
1240645280476900000,100011
1240591027653820000,100011
1240583949157640000,100011
1240550442540690000,100011
1240546053029490000,100011
1240515207702720000,100011
1240512059688830000,100011
1240500240190330000,100011
1240497782097620000,100011
1240497153488950000,100011
1240490291867480000,100011
1240468157451690000,100011
1240427724256110000,100011
1240350409752860000,100011
1240315233064920000,100011
1240310568675760000,100011
1240293202248240000,100011
1240281988856230000,100011
1240272445694550000,100011
1240258595377290000,100011
1240243828021430000,100011
1240189827175180000,100011
1240167195193130000,100011
1240044040462060000,100011
1240042371330550000,100011
1240037334458020000,100011
1239997663778660000,100011
1239991400009200000,100011
1239974866138230000,100011
1239968684719790000,100011
1239965057028510000,100011
1239941095326440000,100011
1239941008143630000,100011
1239887846477040000,100011
1239849109038780000,100011
1239845432248890000,100011
1239801100133370000,100011
1239738791775980000,100011
1239738195157400000,100011
1239715048043440000,100011
1239699270632190000,100011
1239679064790580000,100011
1239639081593820000,100011
1239561811638090000,100011
1239560938040230000,100011
1239559680642480000,100011
1239513631794080000,100011
1239492744231490000,100011
1239436621226710000,100011
1239363465388550000,100011
1239346613149210000,100011
1239337774450440000,100011
1239336649307360000,100011
1239272364627510000,100011
1239257420322330000,100011
1239249204653890000,100011
1239219023784610000,100011
1239188532259960000,100011
1239136391746870000,100011
1239091579316400000,100011
1239035693466340000,100011
1239019183398060000,100011
1238929204139280000,100011
1238909966888640000,100011
1238909624746680000,100011
1238887282310030000,100011
1238803686362460000,100011
1238734118973820000,100011
1238694339309710000,100011
1238655966599680000,100011
1238626457963890000,100011
1238623494197340000,100011
1238618021473780000,100011
1238609314631290000,100011
1238546376314650000,100011
1238525024098750000,100011
1238518232748700000,100011
1238491027335310000,100011
1238484270844210000,100011
1238472976929930000,100011
1238471351872020000,100011
1238470855811710000,100011
1238449735368910000,100011
1238433889376440000,100011
1238431420202260000,100011
1238410432399930000,100011
1238407315281320000,100011
1238356037150920000,100011
1238355653326000000,100011
1238280313807110000,100011
1238231702260060000,100011
1238211457000420000,100011
1238200853586010000,100011
1238194360673540000,100011
1238194299793260000,100011
1238185627411270000,100011
1238185501456290000,100011
1238144635110920000,100011
1238131402106900000,100011
1238098511104740000,100011
1238093608261050000,100011
1238089160243790000,100011
1237979725999430000,100011
1237977880593920000,100011
1237971906197930000,100011
1237944719088340000,100011
1237876115252720000,100011
1237872720307610000,100011
1237864554568110000,100011
1237861560590020000,100011
1237856508206960000,100011
1237843651960530000,100011
1237826465028320000,100011
1237789810355580000,100011
1237748282102870000,100011
1237696996762430000,100011
1237675789036000000,100011
1237534813222870000,100011
1237524969841520000,100011
1237495959950480000,100011
1237446005387330000,100011
1237355784473840000,100011
1237223527801060000,100011
1237162868664960000,100011
1237145874049850000,100011
1237126862557580000,100011
1237107740172000000,100011
1237034736649770000,100011
1237028749977220000,100011
1236985383021410000,100011
1236942015088200000,100011
1236926483362390000,100011
1236921669958190000,100011
1236899318377740000,100011
1236853305365560000,100011
1236715312961200000,100011
1236634658990940000,100011
1236625148817570000,100011
1236619050672960000,100011
1236603367746650000,100011
1236521562779630000,100011
1236514171996560000,100011
1236454220649450000,100011
1236431837641260000,100011
1236316831423520000,100011
1236282086346150000,100011
1236215368328310000,100011
1236192572575480000,100011
1236158992738430000,100011
1236129093604660000,100011
1236060430059080000,100011
1235908034758660000,100011
1235798883713680000,100011
1235778719547100000,100011
1235630680467520000,100011
1235626319968380000,100011
1235621516345130000,100011
1235520071256040000,100011
1235518706438080000,100011
1235250885233470000,100011
1235234927937040000,100011
1235219476091710000,100011
1235172129403880000,100011
1235101990666910000,100011
1235049799788810000,100011
1235014618910720000,100011
1234992753513120000,100011
1234955760217590000,100011
1234955759043200000,100011
1234955755838670000,100011
1234954909717490000,100011
1234954907150660000,100011
1234954905678380000,100011
1234954903849700000,100011
1234954902734060000,100011
1234954901588970000,100011
1234954900087430000,100011
1234954897541430000,100011
1234954894177710000,100011
1234954892856450000,100011
1234954891694620000,100011
1234954890562190000,100011
1234954889412910000,100011
1234954885663200000,100011
1234954884425900000,100011
1234954883318590000,100011
1234954881930340000,100011
1256348326800190000,100012
1256346178268140000,100012
1256332086413110000,100012
1256293804572800000,100012
1256292091703010000,100012
1256270656729230000,100012
1256257402112010000,100012
1256253087959920000,100012
1256252307253190000,100012
1256251480207650000,100012
1256246327903750000,100012
1256245218803960000,100012
1256243492323550000,100012
1256229611769330000,100012
1256180117207990000,100012
1256121747708890000,100012
1256105716135470000,100012
1256102043556730000,100012
1256093654147420000,100012
1256019252907170000,100012
1255947544527540000,100012
1255935840091540000,100012
1255917719637180000,100012
1255904864506220000,100012
1255883955968050000,100012
1255837022541040000,100012
1255835981728470000,100012
1255803797701640000,100012
1255798633456370000,100012
1255794736759140000,100012
1255772260473990000,100012
1255734257424700000,100012
1255702770797030000,100012
1255699924865380000,100012
1255686281948000000,100012
1255665994703540000,100012
1255615048178730000,100012
1255605293351860000,100012
1255602604228390000,100012
1255597367409150000,100012
1255594526204460000,100012
1255580467694270000,100012
1255579463020140000,100012
1255565761248210000,100012
1255563504075110000,100012
1255547005830660000,100012
1255538464398980000,100012
1255537146938690000,100012
1255533439492780000,100012
1255522891065630000,100012
1255484576740370000,100012
1255421718199400000,100012
1255387005283950000,100012
1255349682039120000,100012
1255347501646970000,100012
1255345843764420000,100012
1255301409639100000,100012
1255288111233410000,100012
1255268594709070000,100012
1255256099080600000,100012
1255245078450310000,100012
1255240518868630000,100012
1255237078335560000,100012
1255231082347330000,100012
1255211151971020000,100012
1255210594287980000,100012
1255203024659570000,100012
1255201460675100000,100012
1255191296907650000,100012
1255180233256440000,100012
1255176044618960000,100012
1255166442590340000,100012
1255155831642790000,100012
1255131995778100000,100012
1255092863148460000,100012
1255073858920590000,100012
1255068286141820000,100012
1255042935931960000,100012
1255042922745070000,100012
1255041409641410000,100012
1254938474710470000,100012
1254937336531610000,100012
1254915758531980000,100012
1254905018895020000,100012
1254840737402930000,100012
1254816304919430000,100012
1254813367585450000,100012
1254779019679030000,100012
1254776115454800000,100012
1254768288560630000,100012
1254761411949010000,100012
1254714242198110000,100012
1254667771020880000,100012
1254632626998190000,100012
1254624942433250000,100012
1254621195837680000,100012
1254602458292200000,100012
1254541858769970000,100012
1254535664084960000,100012
1254528993421860000,100012
1254518408986720000,100012
1254482168459460000,100012
1254482034824630000,100012
1254477640054040000,100012
1254474258685790000,100012
1254463025035310000,100012
1254462646470020000,100012
1254453018168150000,100012
1254447187234340000,100012
1254441584684220000,100012
1254421592332950000,100012
1254420307831550000,100012
1254415449619490000,100012
1254402420408560000,100012
1254371541304970000,100012
1254333188102550000,100012
1254302580311800000,100012
1254225817434900000,100012
1254213768374080000,100012
1254122444933270000,100012
1254118417021400000,100012
1254084580639790000,100012
1254084387811000000,100012
1254080192311670000,100012
1254048934554740000,100012
1254035404799510000,100012
1254030253024030000,100012
1254028056882060000,100012
1254021756479660000,100012
1254010146377740000,100012
1254002625407820000,100012
1253991511424990000,100012
1253940327490220000,100012
1253813717092850000,100012
1253787577074820000,100012
1253776151262090000,100012
1253740913815250000,100012
1253726431873340000,100012
1253724935727590000,100012
1253722092220100000,100012
1253715422408470000,100012
1253710213816950000,100012
1253699804753990000,100012
1253699260173990000,100012
1253671579625680000,100012
1253668568710980000,100012
1253667727392320000,100012
1253658109081500000,100012
1253633105669360000,100012
1253614126913500000,100012
1253613148369790000,100012
1253586036787150000,100012
1253580589866900000,100012
1253575924110350000,100012
1253553822724570000,100012
1253507362310230000,100012
1253507211222900000,100012
1253507082256550000,100012
1253490127742960000,100012
1253482405433760000,100012
1253472734291640000,100012
1253455789135720000,100012
1253442967127360000,100012
1253416759698150000,100012
1253391071394000000,100012
1253383552756040000,100012
1253379191627820000,100012
1253368035127110000,100012
1253325216492610000,100012
1253307697136570000,100012
1253287080773500000,100012
1253282651571660000,100012
1253281327157310000,100012
1253274182042910000,100012
1253268808242020000,100012
1253198465657710000,100012
1253198109401910000,100012
1253198068301930000,100012
1253160648898300000,100012
1253111946401810000,100012
1253102618227780000,100012
1253085224742810000,100012
1253082503117750000,100012
1253047538283950000,100012
1253046839584210000,100012
