tweet_id,news_id
1253283636843080000,100000
1253283636843080000,100000
1253959004436460000,100001
1253959004436460000,100001
1253959004436460000,100001
1253959004436460000,100001
1253959004436460000,100001
1253959004436460000,100001
1253959004436460000,100001
1253959004436460000,100001
1253959004436460000,100001
1253959004436460000,100001
1252151876587560000,100001
1252151876587560000,100001
1252151876587560000,100001
1252151876587560000,100001
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1242578357495210000,100011
1248778880262990000,100011
1248778880262990000,100011
1248778880262990000,100011
1248778880262990000,100011
1248778880262990000,100011
1248778880262990000,100011
1248778880262990000,100011
1248778880262990000,100011
1248778880262990000,100011
1248778880262990000,100011
1248778880262990000,100011
1248778880262990000,100011
1248778880262990000,100011
1248778880262990000,100011
1248778880262990000,100011
1248778880262990000,100011
1248778880262990000,100011
1248778880262990000,100011
1248778880262990000,100011
1248778880262990000,100011
1242813520221060000,100011
1242813520221060000,100011
1242813520221060000,100011
1242813520221060000,100011
1242813520221060000,100011
1242813520221060000,100011
1242813520221060000,100011
1242813520221060000,100011
1242813520221060000,100011
1242813520221060000,100011
1242813520221060000,100011
1242813520221060000,100011
1242813520221060000,100011
1242813520221060000,100011
1242813520221060000,100011
1242813520221060000,100011
1242813520221060000,100011
1242813520221060000,100011
1242813520221060000,100011
1237028749977220000,100011
1237028749977220000,100011
1237028749977220000,100011
1237028749977220000,100011
1237028749977220000,100011
1237028749977220000,100011
1237028749977220000,100011
1237028749977220000,100011
1237028749977220000,100011
1237028749977220000,100011
1237028749977220000,100011
1237028749977220000,100011
