tweet_id,news_id
1.25548E+18,17
1.25548E+18,17
1.25548E+18,17
1.24953E+18,26
1.24953E+18,26
1.24953E+18,26
1.24953E+18,26
1.24953E+18,26
1.24953E+18,26
1.24953E+18,26
1.24953E+18,26
1.24953E+18,26
1.24953E+18,26
1.24953E+18,26
1.24953E+18,26
1.24953E+18,26
1.24953E+18,26
1.24953E+18,26
1.24953E+18,26
1.24953E+18,26
1.25017E+18,26
1.25017E+18,26
1.24768E+18,26
1.24762E+18,26
1.24761E+18,26
1.24761E+18,26
1.24975E+18,38
1.24975E+18,38
1.24975E+18,38
1.24975E+18,38
1.24975E+18,38
1.24975E+18,38
1.24975E+18,38
1.24975E+18,38
1.24975E+18,38
1.24975E+18,38
1.24975E+18,38
1.24975E+18,38
1.24975E+18,38
1.24975E+18,38
1.24975E+18,38
1.24976E+18,38
1.24976E+18,38
1.24976E+18,38
1.24976E+18,38
1.24976E+18,38
1.24976E+18,38
1.2498E+18,38
1.2498E+18,38
1.2498E+18,38
1.2498E+18,38
1.25005E+18,38
1.24977E+18,38
1.24977E+18,38
1.24984E+18,38
1.24979E+18,38
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24954E+18,46
1.24975E+18,46
1.24975E+18,46
1.24975E+18,46
1.24975E+18,46
1.24975E+18,46
1.24975E+18,46
1.24975E+18,46
1.24975E+18,46
1.24975E+18,46
1.24975E+18,46
1.24975E+18,46
1.24975E+18,46
1.24975E+18,46
1.24975E+18,46
1.24975E+18,46
1.24975E+18,46
1.24975E+18,46
1.24975E+18,46
1.24975E+18,46
1.24975E+18,46
1.24975E+18,46
1.24975E+18,46
1.24975E+18,46
1.24975E+18,46
1.24975E+18,46
1.24975E+18,46
1.24976E+18,46
1.24976E+18,46
1.24976E+18,46
1.24976E+18,46
1.24976E+18,46
1.24976E+18,46
1.24976E+18,46
1.24976E+18,46
1.24976E+18,46
1.24976E+18,46
1.24976E+18,46
1.24976E+18,46
1.24976E+18,46
1.24976E+18,46
1.24976E+18,46
1.24976E+18,46
1.24976E+18,46
1.24976E+18,46
1.24976E+18,46
1.24976E+18,46
1.24976E+18,46
1.24976E+18,46
1.24976E+18,46
1.24976E+18,46
1.24976E+18,46
1.24976E+18,46
1.2494E+18,46
1.2494E+18,46
1.2494E+18,46
1.2494E+18,46
1.2494E+18,46
1.2494E+18,46
1.2494E+18,46
1.2494E+18,46
1.2494E+18,46
1.2494E+18,46
1.2494E+18,46
1.2494E+18,46
1.2494E+18,46
1.2494E+18,46
1.2494E+18,46
1.2494E+18,46
1.2494E+18,46
1.2494E+18,46
1.2494E+18,46
1.2494E+18,46
1.2494E+18,46
1.2494E+18,46
1.2494E+18,46
1.2494E+18,46
1.2494E+18,46
1.2494E+18,46
1.2494E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.24943E+18,46
1.24943E+18,46
1.24943E+18,46
1.24943E+18,46
1.24943E+18,46
1.24943E+18,46
1.24943E+18,46
1.24943E+18,46
1.24943E+18,46
1.24943E+18,46
1.24943E+18,46
1.24943E+18,46
1.24943E+18,46
1.24943E+18,46
1.24938E+18,46
1.24938E+18,46
1.24938E+18,46
1.24938E+18,46
1.24938E+18,46
1.24938E+18,46
1.24938E+18,46
1.24938E+18,46
1.24938E+18,46
1.24938E+18,46
1.24941E+18,46
1.24941E+18,46
1.24941E+18,46
1.24941E+18,46
1.24941E+18,46
1.24941E+18,46
1.24941E+18,46
1.24941E+18,46
1.24941E+18,46
1.24941E+18,46
1.24941E+18,46
1.24956E+18,46
1.24956E+18,46
1.24956E+18,46
1.24956E+18,46
1.24956E+18,46
1.24956E+18,46
1.24956E+18,46
1.24956E+18,46
1.24938E+18,46
1.24938E+18,46
1.24938E+18,46
1.24938E+18,46
1.24938E+18,46
1.24938E+18,46
1.24945E+18,46
1.24945E+18,46
1.24945E+18,46
1.24943E+18,46
1.24943E+18,46
1.24943E+18,46
1.24943E+18,46
1.24943E+18,46
1.24941E+18,46
1.24941E+18,46
1.24941E+18,46
1.24941E+18,46
1.24944E+18,46
1.24944E+18,46
1.24944E+18,46
1.24944E+18,46
1.24941E+18,46
1.24941E+18,46
1.24941E+18,46
1.24941E+18,46
1.24987E+18,46
1.24987E+18,46
1.24987E+18,46
1.24987E+18,46
1.24967E+18,46
1.24967E+18,46
1.24967E+18,46
1.24967E+18,46
1.24967E+18,46
1.24967E+18,46
1.24952E+18,46
1.24952E+18,46
1.24952E+18,46
1.24952E+18,46
1.24951E+18,46
1.24945E+18,46
1.24945E+18,46
1.24945E+18,46
1.24941E+18,46
1.24941E+18,46
1.24941E+18,46
1.24941E+18,46
1.24941E+18,46
1.24941E+18,46
1.24941E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.25053E+18,46
1.2504E+18,46
1.2501E+18,46
1.25006E+18,46
1.24974E+18,46
1.24969E+18,46
1.24966E+18,46
1.24966E+18,46
1.2496E+18,46
1.24953E+18,46
1.24952E+18,46
1.24951E+18,46
1.24949E+18,46
1.24949E+18,46
1.24949E+18,46
1.24945E+18,46
1.24945E+18,46
1.24944E+18,46
1.24944E+18,46
1.24944E+18,46
1.24944E+18,46
1.24944E+18,46
1.24943E+18,46
1.24943E+18,46
1.24942E+18,46
1.24942E+18,46
1.24942E+18,46
1.24941E+18,46
1.24941E+18,46
1.2494E+18,46
1.2494E+18,46
1.2494E+18,46
1.2494E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.24939E+18,46
1.24938E+18,46
1.24938E+18,46
1.24938E+18,46
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24937E+18,51
1.24939E+18,51
1.24939E+18,51
1.24939E+18,51
1.25074E+18,51
1.25074E+18,51
1.25074E+18,51
1.2495E+18,51
1.24938E+18,51
1.24938E+18,51
1.24937E+18,51
1.2499E+18,51
1.24986E+18,51
1.24986E+18,51
1.24985E+18,51
1.24985E+18,51
1.24966E+18,51
1.24966E+18,51
1.24958E+18,51
1.24942E+18,51
1.24941E+18,51
1.24941E+18,51
1.24939E+18,51
1.24937E+18,51
1.24937E+18,51
1.24948E+18,55
1.24948E+18,55
1.24948E+18,55
1.24948E+18,55
1.24948E+18,55
1.24948E+18,55
1.24948E+18,55
1.24948E+18,55
1.24948E+18,55
1.24948E+18,55
1.24948E+18,55
1.24948E+18,55
1.24948E+18,55
1.24948E+18,55
1.24948E+18,55
1.24948E+18,55
1.24948E+18,55
1.24948E+18,55
1.24948E+18,55
1.24948E+18,55
1.24948E+18,55
1.24937E+18,55
1.24937E+18,55
1.24937E+18,55
1.24937E+18,55
1.24937E+18,55
1.24937E+18,55
1.24937E+18,55
1.24937E+18,55
1.24937E+18,55
1.24937E+18,55
1.24937E+18,55
1.24937E+18,55
1.24937E+18,55
1.24937E+18,55
1.24937E+18,55
1.24937E+18,55
1.24937E+18,55
1.24937E+18,55
1.24937E+18,55
1.24937E+18,55
1.24937E+18,55
1.24937E+18,55
1.24937E+18,55
1.25007E+18,55
1.25007E+18,55
1.24941E+18,55
1.24941E+18,55
1.24941E+18,55
1.24941E+18,55
1.24941E+18,55
1.24941E+18,55
1.24941E+18,55
1.24941E+18,55
1.25011E+18,55
1.25007E+18,55
1.24957E+18,55
1.24948E+18,55
1.24937E+18,55
1.24937E+18,55
1.25117E+18,65
1.24857E+18,67
1.24857E+18,67
1.2485E+18,67
1.2485E+18,67
1.24821E+18,67
1.24821E+18,67
1.24908E+18,67
1.24908E+18,67
1.24866E+18,67
1.24865E+18,67
1.24861E+18,67
1.24861E+18,67
1.24861E+18,67
1.24861E+18,67
1.24861E+18,67
1.24852E+18,67
1.24844E+18,67
1.24843E+18,67
1.24832E+18,67
1.24832E+18,67
1.24825E+18,67
1.25002E+18,68
1.25002E+18,68
1.25002E+18,68
1.25002E+18,68
1.25002E+18,68
1.25002E+18,68
1.25002E+18,68
1.25002E+18,68
1.25002E+18,68
1.25002E+18,68
1.25002E+18,68
1.24919E+18,68
1.24919E+18,68
1.24861E+18,73
1.24861E+18,73
1.24861E+18,73
1.25122E+18,73
1.25013E+18,84
1.25013E+18,84
1.25013E+18,84
1.25013E+18,84
1.24733E+18,84
1.24733E+18,84
1.24733E+18,84
1.24733E+18,84
1.24752E+18,84
1.24752E+18,84
1.24752E+18,84
1.24752E+18,84
1.24752E+18,84
1.24728E+18,84
1.24728E+18,84
1.24728E+18,84
1.24895E+18,84
1.24895E+18,84
1.24895E+18,84
1.24894E+18,84
1.24894E+18,84
1.24894E+18,84
1.24894E+18,84
1.24894E+18,84
1.24891E+18,84
1.24891E+18,84
1.24891E+18,84
1.24866E+18,84
1.24866E+18,84
